Time_h,Aeration_L/h,Sugar_feed_L/h,Acid_flow_L/h,Base_flow_L/h,WFI_dilution_L/h,Air_pressure_bar,Substrate_conc_g/L,DO_concentration_mg/L,Penicillin_conc_g/L,pH,Temperature_K,Oxygen_Uptake_Rate_g_min,Carbon_evol_rate_g/h
89.4,60.0,90.0,0.0,69.412,100.0,1.1,0.0011912,14.538,10.869,6.516,298.01,1.6045,1.446
89.6,60.0,90.0,0.0,63.533,100.0,1.1,0.0012102,14.481,10.907,6.5179,298.02,1.624,1.4482
89.8,60.0,90.0,0.0,56.917,100.0,1.1,0.0012372,14.424,10.945,6.5152,298.02,1.6416,1.4505
90.0,60.0,90.0,0.0,51.361,100.0,1.1,0.0012745,14.354,10.984,6.5085,298.03,1.6634,1.4529
90.2,75.0,90.0,0.0,48.498,100.0,1.1,0.001265,14.735,11.023,6.5016,298.03,1.5919,1.4814
90.4,75.0,90.0,0.0,48.388,100.0,1.1,0.0012526,14.736,11.061,6.4943,298.03,1.529,1.4638
90.6,75.0,90.0,0.0,51.19,100.0,1.1,0.0012723,14.712,11.1,6.4919,298.04,1.526,1.465
90.8,75.0,90.0,0.0,54.933,100.0,1.1,0.0012787,14.703,11.138,6.4947,298.04,1.5251,1.4673
91.0,75.0,90.0,0.0,57.547,100.0,1.1,0.0012933,14.697,11.177,6.498,298.03,1.5204,1.4698
91.2,75.0,90.0,0.0,58.85,100.0,1.1,0.001317,14.658,11.216,6.4996,298.03,1.5397,1.4722
91.4,75.0,90.0,0.0,59.544,100.0,1.1,0.0012991,14.657,11.255,6.5042,298.02,1.5477,1.4746
91.6,75.0,90.0,0.0,58.366,100.0,1.1,0.0012686,14.691,11.293,6.5081,298.02,1.5206,1.477
91.8,75.0,90.0,0.0,55.654,100.0,1.1,0.0012492,14.692,11.331,6.5109,298.01,1.5194,1.4794
92.0,75.0,90.0,0.0,51.815,100.0,1.1,0.0012802,14.648,11.37,6.5092,298.01,1.5239,1.4817
92.2,75.0,90.0,0.0,48.672,100.0,1.1,0.001295,14.621,11.408,6.5063,298.01,1.5282,1.4841
92.4,75.0,90.0,0.0,46.661,100.0,1.1,0.0013014,14.604,11.447,6.5016,298.01,1.5312,1.4866
92.6,75.0,90.0,0.0,46.538,100.0,1.1,0.0013064,14.601,11.485,6.4979,298.02,1.5233,1.489
92.8,75.0,90.0,0.0,47.876,100.0,1.1,0.0012866,14.589,11.523,6.4958,298.02,1.5345,1.4914
93.0,75.0,90.0,0.0,50.07,100.0,1.1,0.0012614,14.601,11.561,6.4944,298.02,1.5324,1.4938
93.2,75.0,90.0,0.0,52.817,100.0,1.1,0.0012155,14.624,11.598,6.4947,298.01,1.5303,1.4961
93.4,75.0,90.0,0.0,55.446,100.0,1.1,0.0012284,14.606,11.636,6.496,298.01,1.5305,1.4984
93.6,75.0,90.0,0.0,57.561,100.0,1.1,0.0012033,14.626,11.673,6.5003,298.01,1.5167,1.5007
93.8,75.0,90.0,0.0,57.959,100.0,1.1,0.0012163,14.618,11.71,6.5057,298.0,1.5062,1.503
94.0,75.0,90.0,0.0,56.181,100.0,1.1,0.0011803,14.65,11.747,6.5116,298.0,1.4862,1.5053
94.2,75.0,90.0,0.0,52.072,100.0,1.1,0.0011939,14.593,11.784,6.5133,298.0,1.5164,1.5075
94.4,75.0,90.0,0.0,47.294,100.0,1.1,0.0011906,14.56,11.822,6.5105,298.0,1.5368,1.5098
94.6,75.0,90.0,0.0,43.621,100.0,1.1,0.0011669,14.55,11.859,6.5041,298.0,1.5455,1.512
94.8,75.0,90.0,0.0,42.513,100.0,1.1,0.0011517,14.539,11.896,6.4976,298.0,1.556,1.5143
95.0,75.0,90.0,0.0,43.975,100.0,1.1,0.0011501,14.522,11.933,6.4924,297.99,1.566,1.5165
95.2,75.0,90.0,0.0,47.549,100.0,1.1,0.0011524,14.502,11.97,6.4917,297.99,1.5806,1.5187
95.4,75.0,90.0,0.0,51.374,100.0,1.1,0.0011416,14.508,12.006,6.4948,297.99,1.58,1.5209
95.6,75.0,90.0,0.0,53.963,100.0,1.1,0.0011643,14.472,12.043,6.5009,297.99,1.5931,1.5231
95.8,75.0,90.0,0.0,54.133,100.0,1.1,0.0011739,14.44,12.08,6.5056,297.99,1.6091,1.5254
96.0,75.0,90.0,0.0,52.426,100.0,1.1,0.0011866,14.413,12.117,6.508,297.99,1.6222,1.5277
96.2,75.0,90.0,0.0,49.749,100.0,1.1,0.0011545,14.439,12.154,6.5089,297.99,1.6069,1.5299
96.4,75.0,90.0,0.0,46.731,100.0,1.1,0.0011467,14.432,12.19,6.5088,297.99,1.6076,1.5321
96.6,75.0,90.0,0.0,43.737,100.0,1.1,0.0011501,14.419,12.226,6.5039,297.99,1.6085,1.5343
96.8,75.0,90.0,0.0,42.7,100.0,1.1,0.0011269,14.426,12.263,6.4996,297.98,1.6052,1.5365
97.0,75.0,90.0,0.0,43.386,100.0,1.1,0.001113,14.419,12.299,6.4957,297.99,1.6086,1.5386
97.2,75.0,90.0,0.0,45.632,100.0,1.1,0.0011087,14.392,12.335,6.495,297.99,1.6334,1.5407
97.4,75.0,90.0,0.0,48.154,100.0,1.1,0.0011252,14.364,12.371,6.4966,297.99,1.6408,1.5429
97.6,75.0,90.0,0.0,50.013,100.0,1.1,0.0011298,14.355,12.408,6.501,298.0,1.6423,1.5451
97.8,75.0,90.0,0.0,50.141,100.0,1.1,0.0011239,14.343,12.444,6.5048,298.0,1.6465,1.5472
98.0,75.0,90.0,0.0,48.736,100.0,1.1,0.0011153,14.334,12.481,6.506,298.0,1.6466,1.5494
98.2,75.0,90.0,0.0,46.884,100.0,1.1,0.0011289,14.307,12.517,6.5059,298.0,1.6528,1.5516
98.4,75.0,90.0,0.0,45.052,100.0,1.1,0.001095,14.338,12.553,6.5056,297.99,1.6344,1.5537
98.6,75.0,90.0,0.0,43.332,100.0,1.1,0.0011006,14.307,12.59,6.5034,297.99,1.6468,1.5559
98.8,75.0,90.0,0.0,42.515,100.0,1.1,0.0011246,14.258,12.626,6.4992,297.99,1.6672,1.5581
99.0,75.0,90.0,0.0,43.363,100.0,1.1,0.0011244,14.245,12.663,6.4964,297.99,1.6727,1.5603
99.2,75.0,90.0,0.0,45.312,100.0,1.1,0.0011096,14.266,12.699,6.4978,297.99,1.659,1.5624
99.4,75.0,90.0,0.0,46.702,100.0,1.1,0.0011046,14.276,12.735,6.5007,297.99,1.645,1.5646
99.6,75.0,90.0,0.0,46.941,100.0,1.1,0.0010985,14.269,12.77,6.5029,297.98,1.6456,1.5668
99.8,75.0,90.0,0.0,46.311,100.0,1.1,0.0010957,14.247,12.806,6.5044,297.98,1.6562,1.5689
100.0,75.0,90.0,0.0,45.069,100.0,1.1,0.0010837,14.245,12.841,6.5043,297.98,1.6563,1.5711
